日付,レース場コード,レース場名,レース番号,選手枠番,選手ナンバー,レーサーID,レーサー名,年齢,体重,展示タイム,スタートタイミング,レースタイム,最終着順
2024-03-01,24,大村,3,6,5,5274,城　間　　盛　渚,32,32,6.84,0.27,,3
2024-03-01,24,大村,4,1,3,3920,正　木　　聖　賢,61,37,6.78,0.21,1.50.4,2
2024-03-01,24,大村,4,2,1,4046,谷　村　　啓　司,47,35,6.66,0.24,1.52.2,1
2024-03-01,24,大村,4,3,5,5295,田　上　　　　凜,56,20,6.77,0.23,1.57.3,3
2024-03-01,24,大村,4,4,4,3349,吉　田　　一　郎,43,18,6.83,0.16,2.06.0,4
2024-03-01,24,大村,5,1,1,4040,廣　瀬　　将　亨,42,47,6.76,0.33,1.50.0,2
2024-03-01,24,大村,5,2,5,4104,木　下　　陽　介,44,42,6.78,0.14,1.51.8,3
2024-03-01,24,大村,5,3,6,4100,松　田　　隆　司,64,57,6.85,0.2,1.52.6,4
2024-03-01,24,大村,5,4,2,5171,清　水　　未　唯,70,48,6.8,0.17,1.53.5,4
2024-03-01,24,大村,5,5,4,4678,水　野　　望　美,62,23,6.85,0.28,,1
2024-03-01,24,大村,5,6,3,5244,黒　田　　　　剛,59,34,6.78,0.11,,4
2024-03-01,24,大村,6,1,1,4281,大　澤　　大　夢,23,73,6.76,0.18,1.49.4,2
2024-03-01,24,大村,6,2,4,3904,森　　　　貴　洋,19,53,6.75,0.17,1.50.9,4
2024-03-01,24,大村,6,3,3,4366,前　沢　　丈　史,24,50,6.8,0.19,1.51.8,3
2024-03-01,24,大村,6,4,2,3742,宮　地　　秀　祈,12,27,6.83,0.23,1.54.2,1
2024-03-01,24,大村,6,5,5,5230,石　原　　凪　紗,66,55,6.73,0.19,,4
2024-03-01,24,大村,6,6,6,5305,伊　藤　　　　栞,16,24,6.82,0.19,,4
2024-03-01,24,大村,7,1,3,5162,松　尾　　怜　実,55,60,6.82,0.04,1.49.0,4
2024-03-01,24,大村,7,2,6,4509,平　見　　真　彦,35,16,6.76,0.13,1.50.3,4
2024-03-01,24,大村,7,3,1,4706,三　浦　　洋次朗,39,40,6.81,0.01,1.52.2,1
2024-03-01,24,大村,7,4,4,4017,向　井　　美　鈴,36,30,6.85,0.11,1.53.6,3
2024-03-01,24,大村,7,5,2,4474,渡　辺　　　　崇,11,71,6.82,0.03,,2
2024-03-01,24,大村,7,6,5,5336,瀬　川　　大　地,38,68,6.85,0.17,,4
2024-03-01,24,大村,8,1,1,2878,富　山　　弘　幸,54,65,6.79,0.26,1.49.6,4
2024-03-01,24,大村,8,2,3,4343,村　岡　　　　賢,63,38,6.75,0.21,1.51.6,4
2024-03-01,24,大村,8,3,2,4753,森　　　　照　夫,45,67,6.76,0.22,1.53.0,1
2024-03-01,24,大村,8,4,4,4748,渡　邉　　雄　朗,22,63,6.72,0.36,1.53.0,2
2024-03-01,24,大村,8,5,5,4390,松　本　　弓　雄,17,43,6.84,0.25,,3
2024-03-01,24,大村,8,6,6,5295,田　上　　　　凜,56,20,6.78,0.27,,4
2024-03-01,24,大村,9,1,1,4100,松　田　　隆　司,64,57,6.81,0.22,1.49.7,2
2024-03-01,24,大村,9,2,5,4023,柴　田　　友　和,25,21,6.89,0.26,1.50.8,3
2024-03-01,24,大村,9,3,2,3333,丸　尾　　義　孝,40,46,6.81,0.19,1.51.9,1
2024-03-01,24,大村,9,4,6,4040,廣　瀬　　将　亨,42,47,6.82,0.35,1.52.8,4
2024-03-01,24,大村,9,5,3,3647,伊　藤　　雄　二,33,66,6.81,0.21,,4
2024-03-01,24,大村,10,1,4,4366,前　沢　　丈　史,24,50,6.81,0.05,1.48.8,3
2024-03-01,24,大村,10,2,6,4373,若　狭　　奈美子,50,12,6.8,0.06,1.49.3,4
2024-03-01,24,大村,10,3,1,3920,正　木　　聖　賢,61,37,6.8,0.26,1.51.7,1
2024-03-01,24,大村,10,4,3,4046,谷　村　　啓　司,47,35,6.7,0.11,1.52.3,4
2024-03-01,24,大村,10,5,2,4678,水　野　　望　美,62,23,6.85,0.11,,2
2024-03-01,24,大村,10,6,5,5171,清　水　　未　唯,70,48,6.85,0.06,,4
2024-03-01,24,大村,11,1,1,3349,吉　田　　一　郎,43,18,6.83,0.25,1.49.2,4
2024-03-01,24,大村,11,2,4,4281,大　澤　　大　夢,23,73,6.85,0.17,1.50.5,1
2024-03-01,24,大村,11,3,2,3904,森　　　　貴　洋,19,53,6.83,0.22,1.51.6,2
2024-03-01,24,大村,11,4,3,4017,向　井　　美　鈴,36,30,6.83,0.21,1.52.8,4
2024-03-01,24,大村,11,5,5,4474,渡　辺　　　　崇,11,71,6.77,0.21,,4
2024-03-01,24,大村,11,6,6,3581,加　木　　　　郁,65,58,6.84,0.21,,3
2024-03-01,24,大村,12,1,1,3257,田　頭　　　　実,51,56,6.79,0.09,1.47.9,1
2024-03-01,24,大村,12,2,3,5026,安河内　　　　健,72,26,6.75,0.08,1.49.3,4
2024-03-01,24,大村,12,3,2,3779,原　田　　幸　哉,68,31,6.75,0.15,1.50.6,4
2024-03-01,24,大村,12,4,5,3942,寺　田　　　　祥,29,62,6.81,0.17,1.52.6,2
2024-03-01,24,大村,12,5,6,4049,荒　川　　健　太,49,14,6.78,0.17,,4
2024-03-01,24,大村,12,6,4,4523,中　村　　辰　也,71,36,6.8,0.14,,3
2024-03-01,24,大村,1,1,1,4499,滝　川　　真由子,29,31,6.64,0.08,1.49.3,4
2024-03-01,24,大村,1,2,3,5231,寺　田　　空　詩,62,65,6.67,0.1,1.51.5,3
2024-03-01,24,大村,1,3,2,3334,角　　　　ひとみ,16,21,6.68,0.12,1.53.4,1
2024-03-01,24,大村,1,4,4,5148,松　本　　　　怜,13,55,6.72,0.15,1.53.6,2
2024-03-01,24,大村,1,5,6,5306,河　内　　悠利杏,50,72,6.65,0.27,1.55.7,4
2024-03-01,24,大村,1,6,5,4733,赤　井　　　　睦,77,59,6.65,0.16,1.57.2,4
2024-03-01,24,大村,2,1,3,4501,樋　口　　由加里,32,20,6.74,0.15,1.50.6,4
2024-03-01,24,大村,2,2,1,3551,藤　田　　美　代,67,32,6.65,0.15,1.51.4,1
2024-03-01,24,大村,2,3,4,4275,菅　野　　はやか,11,11,6.69,0.14,1.53.7,2
2024-03-01,24,大村,2,4,5,4400,加　藤　　奈　月,69,30,6.76,0.2,1.55.0,4
2024-03-01,24,大村,2,5,2,3355,橋谷田　　佳　織,24,75,6.73,0.19,1.57.7,3
2024-03-01,24,大村,2,6,6,5335,森　　　　陽　多,33,13,6.7,0.29,1.59.5,4
2024-03-01,24,大村,3,1,1,5013,山　下　　夏　鈴,73,22,6.6,0.03,1.50.3,1
2024-03-01,24,大村,3,2,3,5198,奥　村　　明日香,74,16,6.66,0.04,1.52.0,4
2024-03-01,24,大村,3,3,2,5045,平　川　　香　織,26,58,6.72,0.14,1.53.9,2
2024-03-01,24,大村,3,4,6,4987,島　倉　　　　都,14,67,6.76,0.16,1.54.8,4
2024-03-01,24,大村,3,5,4,5213,湯　淺　　紀　香,54,56,6.73,0.06,1.55.8,4
2024-03-01,24,大村,3,6,5,3674,岸　　　　恵　子,38,51,6.77,0.1,1.56.5,3
2024-03-01,24,大村,4,1,2,4720,西　澤　　日花里,80,50,6.75,0.21,1.50.4,4
2024-03-01,24,大村,4,2,5,4525,真　子　　奈津実,39,23,6.69,0.18,1.51.7,3
2024-03-01,24,大村,4,3,3,4819,蜂　須　　瑞　生,75,29,6.72,0.21,1.52.3,2
2024-03-01,24,大村,4,4,6,5326,三　嶌　　さらら,61,54,6.77,0.24,1.55.4,4
2024-03-01,24,大村,4,5,1,5227,川　原　　愛　未,79,71,6.73,0.21,1.56.0,1
2024-03-01,24,大村,4,6,4,5241,門　田　　　　栞,64,24,6.73,0.3,1.57.1,4
2024-03-01,24,大村,5,1,3,4065,金　田　　幸　子,15,18,6.74,0.2,1.50.0,4
2024-03-01,24,大村,5,2,4,4071,古　賀　　千　晶,71,64,6.85,0.15,1.51.7,1
2024-03-01,24,大村,5,3,6,5193,米　丸　　乃　絵,65,28,6.77,0.17,1.53.3,4
2024-03-01,24,大村,5,4,2,5146,野　田　　彩　加,18,35,6.75,0.21,1.53.7,4
2024-03-01,24,大村,5,5,1,5148,松　本　　　　怜,13,55,6.81,0.2,1.55.9,2
2024-03-01,24,大村,5,6,5,5334,樫　葉　　新　心,27,14,6.78,0.22,1.56.4,3
2024-03-01,24,大村,6,1,2,4947,間　庭　　菜　摘,21,53,6.72,0.17,1.49.7,1
2024-03-01,24,大村,6,2,1,4536,喜　井　　つかさ,19,19,6.71,0.13,1.50.6,2
2024-03-01,24,大村,6,3,4,4941,孫　崎　　百　世,66,38,6.74,0.2,1.53.9,4
2024-03-01,24,大村,6,4,5,5069,山　崎　　小葉音,22,70,6.67,0.15,1.54.6,4
2024-03-01,24,大村,6,5,3,4733,赤　井　　　　睦,77,59,6.71,0.2,1.56.4,3
2024-03-01,24,大村,6,6,6,5156,坂　野　　さくら,23,63,6.71,0.15,1.57.7,4
2024-03-01,24,大村,7,1,2,4784,向井田　　真　紀,35,57,6.7,0.23,1.50.9,2
2024-03-01,24,大村,7,2,4,4349,犬　童　　千　秋,28,78,6.68,0.26,1.52.6,3
2024-03-01,24,大村,7,3,1,5118,野　田　　なづき,17,66,6.68,0.29,1.54.1,1
2024-03-01,24,大村,7,4,3,4987,島　倉　　　　都,14,67,6.76,0.27,1.55.2,4
2024-03-01,24,大村,7,5,5,5306,河　内　　悠利杏,50,72,6.62,0.32,1.56.6,4
2024-03-01,24,大村,7,6,6,3355,橋谷田　　佳　織,24,75,6.8,0.3,2.01.2,4
2024-03-01,24,大村,8,1,3,4714,喜多須　　杏　奈,37,33,6.75,0.16,1.50.4,4
2024-03-01,24,大村,8,2,4,3334,角　　　　ひとみ,16,21,6.76,0.2,1.52.0,2
2024-03-01,24,大村,8,3,1,4844,村　上　　奈　穂,63,52,6.69,0.15,1.53.4,4
2024-03-01,24,大村,8,4,2,4400,加　藤　　奈　月,69,30,6.78,0.17,1.55.2,1
2024-03-01,24,大村,8,5,6,5213,湯　淺　　紀　香,54,56,6.74,0.18,1.56.7,4
2024-03-01,24,大村,8,6,5,5326,三　嶌　　さらら,61,54,6.76,0.19,1.57.0,3
2024-03-01,24,大村,9,1,3,5163,清　水　　愛　海,31,34,6.7,0.25,1.51.0,4
2024-03-01,24,大村,9,2,4,4499,滝　川　　真由子,29,31,6.68,0.18,1.51.7,4
2024-03-01,24,大村,9,3,1,4874,池　田　　奈津美,53,27,6.79,0.26,1.54.9,2
2024-03-01,24,大村,9,4,2,4275,菅　野　　はやか,11,11,6.71,0.22,1.56.0,1
2024-03-01,24,大村,9,5,5,5241,門　田　　　　栞,64,24,6.73,0.23,1.57.1,3
2024-03-01,24,大村,9,6,6,5334,樫　葉　　新　心,27,14,6.72,0.27,1.57.7,4
2024-03-01,24,大村,10,1,1,3801,五反田　　　　忍,59,62,6.7,0.04,1.51.5,1
2024-03-01,24,大村,10,2,2,4071,古　賀　　千　晶,71,64,6.78,0.02,1.52.8,2
2024-03-01,24,大村,10,3,3,5227,川　原　　愛　未,79,71,6.69,0.07,1.53.2,4
2024-03-01,24,大村,10,4,4,5045,平　川　　香　織,26,58,6.74,0.13,1.55.1,3
2024-03-01,24,大村,10,5,6,3693,栢　場　　優　子,56,68,6.67,0.12,1.56.0,4
2024-03-01,24,大村,10,6,5,5335,森　　　　陽　多,33,13,6.76,0.14,2.00.2,4
2024-03-01,24,大村,11,1,4,4536,喜　井　　つかさ,19,19,6.73,0.05,1.50.0,1
2024-03-01,24,大村,11,2,6,5146,野　田　　彩　加,18,35,6.78,0.2,1.51.6,3
2024-03-01,24,大村,11,3,1,4501,樋　口　　由加里,32,20,6.81,0.07,1.52.9,4
2024-03-01,24,大村,11,4,5,4534,坂　　　　咲友理,60,60,6.73,0.1,1.54.3,4
2024-03-01,24,大村,11,5,3,3470,新　田　　芳　美,34,12,6.69,0.03,1.54.7,4
2024-03-01,24,大村,11,6,2,4525,真　子　　奈津実,39,23,6.74,0.07,1.56.6,2
2024-03-01,24,大村,12,1,1,4065,金　田　　幸　子,15,18,6.73,0.19,1.49.9,1
2024-03-01,24,大村,12,2,2,5231,寺　田　　空　詩,62,65,6.71,0.19,1.52.1,4
2024-03-01,24,大村,12,3,6,4349,犬　童　　千　秋,28,78,6.79,0.1,1.53.6,4
2024-03-01,24,大村,12,4,5,4947,間　庭　　菜　摘,21,53,6.75,0.13,1.53.7,2
2024-03-01,24,大村,12,5,4,4819,蜂　須　　瑞　生,75,29,6.81,0.18,1.55.3,3
2024-03-01,24,大村,12,6,3,3674,岸　　　　恵　子,38,51,6.79,0.2,1.58.1,4
2024-03-01,24,大村,1,1,2,3832,下　田　　哲　也,19,29,6.86,0.12,1.52.1,1
2024-03-01,24,大村,1,2,3,4396,大　田　　直　弥,21,18,6.84,0.14,1.53.4,3
2024-03-01,24,大村,1,3,5,5053,山　口　　広　樹,66,62,6.77,0.35,1.55.2,4
2024-03-01,24,大村,1,4,1,3243,佐　野　　隆　仁,46,57,6.82,0.11,1.56.4,4
2024-03-01,24,大村,1,5,4,5271,杉　山　　太　陽,49,65,6.84,0.35,1.56.8,2
2024-03-01,24,大村,1,6,6,4010,越　智　　照　浩,39,19,6.89,0.31,1.58.1,4
2024-03-01,24,大村,2,1,3,3558,山　本　　浩　次,40,14,6.76,0.26,1.51.9,4
2024-03-01,24,大村,2,2,5,3637,齋　藤　　和　政,25,25,6.8,0.23,1.53.3,4
2024-03-01,24,大村,2,4,1,4226,村　田　　浩　司,57,56,6.76,0.38,1.55.5,1
2024-03-01,24,大村,2,5,6,4423,坂　口　　貴　彦,18,4,6.76,0.32,1.55.8,4
2024-03-01,24,大村,2,6,2,4241,大　串　　重　幸,33,52,6.73,0.34,1.58.6,3
2024-03-01,24,大村,3,2,5,3514,山　一　　鉄　也,62,39,6.76,0.28,1.51.7,3
2024-03-01,24,大村,3,3,3,3948,大　町　　利　克,41,35,6.85,0.24,1.53.3,4
2024-03-01,24,大村,3,4,6,4425,大　井　　清　貴,44,28,6.8,0.25,1.54.9,4
2024-03-01,24,大村,3,5,2,5036,福　田　　翔　吾,13,59,6.79,0.26,1.56.8,2
2024-03-01,24,大村,3,6,4,4910,中　村　　泰　平,22,47,6.75,0.29,1.58.4,4
2024-03-01,24,大村,4,1,1,3891,谷　口　　健　一,58,27,6.78,0.09,1.51.5,1
2024-03-01,24,大村,4,5,6,3709,田　中　　浩　之,30,45,6.87,0.15,1.56.9,4
2024-03-01,24,大村,4,6,4,4912,中　山　　将　太,32,54,6.81,0.18,1.59.0,4
2024-03-01,24,大村,5,1,2,4985,井　本　　昌　也,26,22,6.69,0.16,1.51.4,4
2024-03-01,24,大村,5,2,4,4572,渡　部　　　　悟,12,49,6.81,0.2,1.53.1,1
2024-03-01,24,大村,5,3,1,4301,関　　　　裕　也,59,61,6.88,0.19,1.54.6,2
2024-03-01,24,大村,5,4,6,3517,高　橋　　　　勲,52,46,6.88,0.19,1.55.7,4
2024-03-01,24,大村,5,5,3,4515,藤　田　　浩　人,64,37,6.79,0.19,1.57.3,4
2024-03-01,24,大村,5,6,5,5271,杉　山　　太　陽,49,65,6.82,0.21,1.58.0,3
2024-03-01,24,大村,6,1,1,4948,木　場　　悠　介,10,12,6.81,0.21,1.51.4,2
2024-03-01,24,大村,6,2,4,3898,平　田　　忠　則,35,31,6.86,0.19,1.51.9,4
2024-03-01,24,大村,6,3,3,4209,藤　田　　竜　弘,55,13,6.84,0.23,1.53.9,3
2024-03-01,24,大村,6,4,2,4396,大　田　　直　弥,21,18,6.81,0.25,1.55.6,1
2024-03-01,24,大村,6,5,5,4727,安　部　　慎　一,11,20,6.95,0.22,1.56.0,4
2024-03-01,24,大村,6,6,6,5299,西　丸　　敦　基,28,55,6.91,0.12,1.57.6,4
2024-03-01,24,大村,1,1,2,3315,広　瀬　　聖　仁,47,68,6.8,0.25,1.49.3,1
2024-03-01,24,大村,1,2,4,4630,岩　永　　雅　人,19,35,6.64,0.2,1.50.5,2
2024-03-01,24,大村,1,3,6,4640,山ノ内　　雅　人,18,12,6.71,0.22,1.52.2,4
2024-03-01,24,大村,1,4,1,5157,市　川　　健　太,28,21,6.66,0.23,1.54.1,4
2024-03-01,24,大村,1,5,5,5302,秋　末　　秦　悟,53,43,6.72,0.3,,4
2024-03-01,24,大村,1,6,3,4252,松　下　　哲　也,25,19,6.81,0.35,,3
2024-03-01,24,大村,2,1,1,4368,山　口　　隆　史,61,45,6.83,0.16,1.49.9,1
2024-03-01,24,大村,2,2,4,3584,佐々木　　英　樹,48,59,6.88,0.22,1.51.0,2
2024-03-01,24,大村,2,3,6,4732,堀　本　　和　也,69,69,6.86,0.13,1.52.9,4
2024-03-01,24,大村,2,4,3,3381,滝　沢　　芳　行,39,20,6.77,0.16,1.53.0,4
2024-03-01,24,大村,2,5,2,3950,石　川　　哲　秀,60,26,6.9,0.13,,3
2024-03-01,24,大村,2,6,5,3957,大　谷　　直　弘,33,72,6.86,0.22,,4
2024-03-01,24,大村,3,1,4,4325,新　出　　浩　司,30,57,6.84,0.08,1.49.4,4
2024-03-01,24,大村,3,2,2,4926,吉　川　　貴　仁,46,22,6.73,0.15,1.50.3,2
2024-03-01,24,大村,3,3,1,4257,古　川　　　　健,64,73,6.85,0.1,1.51.8,1
2024-03-01,24,大村,3,4,5,4793,金　子　　　　萌,13,23,6.83,0.13,1.52.7,3
2024-03-01,24,大村,3,5,6,4319,三　宅　　　　潤,11,18,6.88,0.16,,4
2024-03-01,24,大村,3,6,3,3714,梶　原　　　　正,37,64,6.82,0.15,,4
2024-03-01,24,大村,4,1,3,4302,西　野　　翔　太,52,52,6.88,0.18,1.50.0,2
2024-03-01,24,大村,4,2,2,4231,鈴　木　　裕　隆,14,55,6.83,0.11,1.51.2,4
2024-03-01,24,大村,4,3,5,4638,小　林　　遼　太,54,62,6.88,0.25,1.52.9,3
2024-03-01,24,大村,4,4,6,3362,間　嶋　　仁　志,34,15,6.96,0.31,1.54.2,4
2024-03-01,24,大村,4,5,1,4918,川　島　　拓　郎,57,39,6.94,0.23,,1
2024-03-01,24,大村,4,6,4,4593,小　坂　　宗　司,21,24,6.81,0.2,,4
2024-03-01,24,大村,5,1,1,4402,乙　藤　　智　史,41,71,6.87,0.37,1.50.8,2
2024-03-01,24,大村,5,2,5,4561,藤　山　　翔　大,35,48,6.63,0.23,1.52.5,3
2024-03-01,24,大村,5,3,2,3808,秋　田　　健太郎,31,53,6.86,0.4,1.53.8,4
2024-03-01,24,大村,5,4,4,3776,横　井　　健　太,65,44,6.79,0.27,1.54.5,1
2024-03-01,24,大村,5,5,6,4252,松　下　　哲　也,25,19,6.9,0.32,,4
2024-03-01,24,大村,5,6,3,4978,山　田　　和　佐,24,49,6.83,0.42,,4
2024-03-01,24,大村,6,1,1,3158,島　川　　光　男,12,29,6.86,0.15,1.49.5,2
2024-03-01,24,大村,6,2,2,4809,外　崎　　　　悟,58,16,6.8,0.18,1.50.7,1
2024-03-01,24,大村,6,3,4,3934,鋤　柄　　貴　俊,43,25,6.81,0.21,1.52.5,4
2024-03-01,24,大村,6,4,3,5157,市　川　　健　太,28,21,6.73,0.16,1.53.9,3
2024-03-01,24,大村,6,5,5,4167,片　岡　　秀　樹,40,14,6.81,0.34,,4
2024-03-01,24,大村,6,6,6,5319,近　藤　　颯　斗,32,30,6.82,0.31,,4
2024-03-01,24,大村,7,1,4,3024,西　島　　義　則,38,58,6.88,0.12,1.49.3,3
2024-03-01,24,大村,7,2,5,4992,廣　瀬　　篤　哉,17,32,6.8,0.11,1.51.0,4
2024-03-01,24,大村,7,3,6,3714,梶　原　　　　正,37,64,6.87,0.22,1.52.7,4
2024-03-01,24,大村,7,4,2,3820,樫　葉　　次　郎,66,11,6.93,0.11,1.53.1,2
2024-03-01,24,大村,7,5,1,3584,佐々木　　英　樹,48,59,6.93,0.2,,1
2024-03-01,24,大村,7,6,3,4156,浜　野　　孝　志,26,61,6.79,0.13,,4
2024-03-01,24,大村,8,1,3,4743,木　村　　仁　紀,51,31,6.73,0.18,1.49.6,4
2024-03-01,24,大村,8,2,2,4204,柴　田　　大　輔,29,13,6.63,0.18,1.50.9,1
2024-03-01,24,大村,8,3,4,4462,夏　山　　亮　平,36,54,6.77,0.22,1.53.1,2
2024-03-01,24,大村,8,4,1,3957,大　谷　　直　弘,33,72,6.8,0.15,1.54.1,4
2024-03-01,24,大村,8,5,5,4898,菊　地　　敬　介,67,34,6.83,0.14,,3
2024-03-01,24,大村,8,6,6,5302,秋　末　　秦　悟,53,43,6.77,0.23,,4
2024-03-01,24,大村,9,1,1,3629,浅　見　　昌　克,59,38,6.76,0.15,1.50.0,2
2024-03-01,24,大村,9,2,5,3315,広　瀬　　聖　仁,47,68,6.73,0.2,1.51.0,3
2024-03-01,24,大村,9,3,2,4593,小　坂　　宗　司,21,24,6.74,0.12,1.52.0,1
2024-03-01,24,大村,9,4,4,4793,金　子　　　　萌,13,23,6.82,0.19,1.53.0,4
2024-03-01,24,大村,9,5,3,3808,秋　田　　健太郎,31,53,6.83,0.14,,4
2024-03-01,24,大村,9,6,6,5325,澁　川　　　　夏,68,60,6.74,0.23,,4
2024-03-01,24,大村,10,1,2,3362,間　嶋　　仁　志,34,15,6.84,0.13,1.50.1,2
2024-03-01,24,大村,10,2,1,3934,鋤　柄　　貴　俊,43,25,6.83,0.1,1.51.4,1
2024-03-01,24,大村,10,3,5,4630,岩　永　　雅　人,19,35,6.65,0.17,1.53.0,4
2024-03-01,24,大村,10,4,3,4319,三　宅　　　　潤,11,18,6.82,0.12,1.54.9,4
2024-03-01,24,大村,10,5,6,4119,泥　谷　　一　毅,20,36,6.82,0.22,,4
2024-03-01,24,大村,10,6,4,3381,滝　沢　　芳　行,39,20,6.73,0.16,,3
2024-03-01,24,大村,11,1,2,4325,新　出　　浩　司,30,57,6.78,0.16,1.50.1,2
2024-03-01,24,大村,11,2,1,4302,西　野　　翔　太,52,52,6.87,0.17,1.51.5,4
2024-03-01,24,大村,11,3,6,4809,外　崎　　　　悟,58,16,6.75,0.2,1.52.2,3
2024-03-01,24,大村,11,4,3,4640,山ノ内　　雅　人,18,12,6.79,0.15,1.53.3,4
2024-03-01,24,大村,11,5,4,3820,樫　葉　　次　郎,66,11,6.9,0.2,,1
2024-03-01,24,大村,11,6,5,4368,山　口　　隆　史,61,45,6.8,0.22,,4
2024-03-01,24,大村,12,1,2,4743,木　村　　仁　紀,51,31,6.81,0.15,1.49.1,4
2024-03-01,24,大村,12,2,1,3024,西　島　　義　則,38,58,6.87,0.15,1.50.9,1
2024-03-01,24,大村,12,3,4,4732,堀　本　　和　也,69,69,6.77,0.14,1.52.2,3
2024-03-01,24,大村,12,4,5,4926,吉　川　　貴　仁,46,22,6.65,0.28,1.53.2,2
2024-03-01,24,大村,12,5,3,3158,島　川　　光　男,12,29,6.89,0.14,,4
2024-03-01,24,大村,12,6,6,4561,藤　山　　翔　大,35,48,6.65,0.33,,4
2024-03-01,24,大村,1,1,1,4318,桑　原　　将　光,59,22,6.9,0.23,1.50.8,4
2024-03-01,24,大村,1,2,3,3929,杢　野　　誓　良,19,13,6.84,0.17,1.51.9,3
2024-03-01,24,大村,1,3,5,4648,木　村　　亮　太,62,41,6.83,0.25,1.52.4,4
2024-03-01,24,大村,1,4,2,5106,山　崎　　　　祥,36,37,6.84,0.2,1.54.2,1
2024-03-01,24,大村,1,5,4,5100,栗　原　　一　馬,24,24,6.9,0.18,,2
2024-03-01,24,大村,1,6,6,4747,山　戸　　信　二,39,21,6.94,0.24,,4
2024-03-01,24,大村,2,1,1,3745,橋　本　　年　光,42,27,6.96,0.14,1.50.4,1
2024-03-01,24,大村,2,2,2,4497,桑　原　　　　悠,43,31,6.92,0.12,1.52.2,3
2024-03-01,24,大村,2,3,5,3406,中　里　　英　夫,34,49,6.86,0.22,1.53.3,4
2024-03-01,24,大村,2,4,4,4692,酒　井　　俊　弘,65,17,6.86,0.14,1.54.0,2
2024-03-01,24,大村,2,5,3,3482,金　子　　猛　志,56,20,6.96,0.22,,4
2024-03-01,24,大村,2,6,6,5238,笹　木　　香　吾,44,38,6.9,0.25,,4
2024-03-01,24,大村,3,1,1,5267,石　本　　裕　武,20,35,6.9,0.09,1.50.4,1
2024-03-01,24,大村,3,2,3,4850,野　中　　一　平,61,28,6.88,0.11,1.51.6,4
2024-03-01,24,大村,3,3,4,5179,藤　本　　元　輝,35,26,6.83,0.11,1.54.0,4
2024-03-01,24,大村,3,4,2,5000,岡　本　　翔太郎,17,32,6.82,0.12,1.54.5,2
2024-03-01,24,大村,3,5,5,5085,中　村　　栄　治,15,48,6.94,0.15,,3
2024-03-01,24,大村,3,6,6,3294,野　中　　義　生,51,43,6.92,0.12,,4
2024-03-01,24,大村,4,1,5,4415,下　出　　卓　矢,32,15,6.73,0.08,1.51.1,3
2024-03-01,24,大村,4,2,3,3988,古　川　　誠　之,54,46,6.9,0.1,1.51.5,2
2024-03-01,24,大村,4,3,1,5018,竹　下　　大　樹,21,11,6.81,0.13,1.54.0,1
2024-03-01,24,大村,4,4,2,4863,三　浦　　裕　貴,33,14,6.84,0.06,1.55.0,4
2024-03-01,24,大村,4,5,4,5247,大　森　　　　翼,14,53,6.92,0.17,,4
2024-03-01,24,大村,4,6,6,3839,川　合　　理　司,18,29,7.02,0.13,,4
2024-03-01,24,大村,5,1,4,4308,河　村　　　　了,41,40,6.86,0.18,1.50.4,1
2024-03-01,24,大村,5,2,1,5011,高　木　　圭　大,60,19,6.9,0.17,1.52.0,2
2024-03-01,24,大村,5,3,3,3909,佐々木　　康　幸,64,47,6.92,0.11,1.53.6,4
2024-03-01,24,大村,5,4,5,4210,松　村　　康　太,63,50,6.88,0.18,1.53.9,3
2024-03-01,24,大村,5,5,6,4037,別　府　　正　幸,23,18,7.02,0.22,,4
2024-03-01,24,大村,5,6,2,5187,小　坂　　風　太,11,33,6.92,0.2,,4
2024-03-01,24,大村,6,1,3,4545,岡　村　　慶　太,38,34,6.9,0.02,1.49.8,3
2024-03-01,24,大村,6,2,4,4786,佐　藤　　博　亮,16,36,6.9,0.04,1.51.0,4
2024-03-01,24,大村,6,3,5,4953,尾　上　　雅　也,13,23,6.88,0.05,1.52.7,4
2024-03-01,24,大村,6,4,2,4057,松　井　　賢　治,55,52,6.84,0.11,1.54.4,1
2024-03-01,24,大村,6,5,1,3507,藤　井　　　　徹,45,42,6.83,0.19,,2
2024-03-01,24,大村,6,6,6,5100,栗　原　　一　馬,24,24,6.92,0.05,,4
2024-03-01,24,大村,7,1,1,4056,小　西　　英　輝,37,25,6.9,0.19,1.51.3,1
2024-03-01,24,大村,7,2,5,5106,山　崎　　　　祥,36,37,6.83,0.23,1.53.0,4
2024-03-01,24,大村,7,3,2,3406,中　里　　英　夫,34,49,6.84,0.23,1.54.5,2
2024-03-01,24,大村,7,4,4,4648,木　村　　亮　太,62,41,6.88,0.25,1.56.1,3
2024-03-01,24,大村,7,5,6,5266,石　田　　勇　斗,31,51,6.98,0.16,,4
2024-03-01,24,大村,7,6,3,3294,野　中　　義　生,51,43,6.94,0.27,,4
2024-03-01,24,大村,8,1,1,5000,岡　本　　翔太郎,17,32,6.92,0.21,1.50.4,4
2024-03-01,24,大村,8,2,2,4019,笠　原　　　　亮,40,44,6.96,0.24,1.51.7,1
2024-03-01,24,大村,8,3,3,4073,大　橋　　純一郎,12,54,6.96,0.26,1.52.8,4
2024-03-01,24,大村,8,4,4,5018,竹　下　　大　樹,21,11,6.94,0.28,1.54.7,2
2024-03-01,24,大村,8,5,6,5145,島　川　　海　輝,52,16,6.9,0.31,,4
